monkey;task;reactionTime;outcome;stimulus;my_col
g;Artificial Discrimination;0,895;correct;ctr;0,895
g;Artificial Discrimination;0,867;correct;str;0,867
g;Artificial Discrimination;0,686;correct;ctr;0,686
g;Artificial Discrimination;1,213;correct;str;1,213
g;Artificial Discrimination;1,437;correct;str;1,437
g;Artificial Discrimination;2,943;correct;str;2,943
g;Artificial Discrimination;1,213;correct;ctr;1,213
g;Artificial Discrimination;3,543;correct;str;3,543
g;Artificial Discrimination;1,627;correct;str;1,627
g;Artificial Discrimination;1,751;correct;str;1,751
g;Artificial Discrimination;1,273;correct;ctr;1,273
g;Artificial Discrimination;0,728;correct;ctr;0,728
g;Artificial Discrimination;1,342;correct;ctr;1,342
g;Artificial Discrimination;0,954;correct;ctr;0,954
g;Artificial Discrimination;2,161;correct;ctr;2,161
g;Artificial Discrimination;2,264;correct;ctr;2,264
g;Artificial Discrimination;3,859;correct;str;3,859
g;Artificial Discrimination;2,865;correct;ctr;2,865
g;Artificial Discrimination;2,62;correct;ctr;2,62
g;Artificial Discrimination;3,374;correct;ctr;3,374
g;Artificial Discrimination;1,007;correct;str;1,007
g;Artificial Discrimination;1,435;correct;ctr;1,435
g;Artificial Discrimination;2,201;correct;ctr;2,201
g;Artificial Discrimination;3,326;correct;ctr;3,326
g;Artificial Discrimination;2,488;correct;str;2,488
g;Artificial Discrimination;2,128;correct;ctr;2,128
g;Artificial Discrimination;2,971;correct;str;2,971
g;Artificial Discrimination;3,361;correct;ctr;3,361
g;Artificial Discrimination;2,686;correct;ctr;2,686
g;Artificial Discrimination;2,808;correct;str;2,808
g;Artificial Discrimination;1,98;correct;str;1,98
g;Artificial Discrimination;4,302;correct;ctr;4,302
g;Artificial Discrimination;1,74;correct;ctr;1,74
g;Artificial Discrimination;1,276;correct;str;1,276
g;Artificial Discrimination;0,792;correct;ctr;0,792
g;Artificial Discrimination;2,778;correct;ctr;2,778
g;Artificial Discrimination;2,487;correct;ctr;2,487
g;Artificial Discrimination;1,594;correct;str;1,594
g;Artificial Discrimination;1,879;correct;str;1,879
g;Artificial Discrimination;1,5;correct;str;1,5
g;Artificial Discrimination;3,227;correct;ctr;3,227
g;Artificial Discrimination;1,852;correct;ctr;1,852
g;Artificial Discrimination;3,323;correct;str;3,323
g;Artificial Discrimination;1,21;correct;ctr;1,21
g;Artificial Discrimination;2,62;correct;str;2,62
g;Artificial Discrimination;4,091;correct;str;4,091
g;Artificial Discrimination;2,651;correct;ctr;2,651
g;Artificial Discrimination;4,061;correct;ctr;4,061
g;Artificial Discrimination;3,035;correct;str;3,035
g;Artificial Discrimination;2,493;correct;str;2,493
g;Artificial Discrimination;2,641;correct;ctr;2,641
g;Artificial Discrimination;2,202;correct;ctr;2,202
g;Artificial Discrimination;3,675;correct;str;3,675
g;Artificial Discrimination;2,718;correct;str;2,718
g;Artificial Discrimination;1,855;correct;ctr;1,855
g;Artificial Discrimination;1,904;correct;ctr;1,904
g;Artificial Discrimination;2,18;correct;str;2,18
g;Artificial Discrimination;1,308;correct;ctr;1,308
g;Artificial Discrimination;1,048;correct;ctr;1,048
g;Artificial Discrimination;1,143;correct;str;1,143
g;Artificial Discrimination;0,794;correct;str;0,794
g;Artificial Discrimination;1,792;correct;str;1,792
g;Artificial Discrimination;2,368;correct;ctr;2,368
g;Artificial Discrimination;0,957;correct;ctr;0,957
g;Artificial Discrimination;1,27;correct;str;1,27
g;Artificial Discrimination;3,686;correct;str;3,686
g;Artificial Discrimination;0,923;correct;str;0,923
g;Artificial Discrimination;1,017;correct;str;1,017
g;Artificial Discrimination;4,898;correct;str;4,898
g;Artificial Discrimination;1,303;correct;ctr;1,303
g;Artificial Discrimination;4,251;correct;str;4,251
g;Artificial Discrimination;0,702;correct;str;0,702
g;Artificial Discrimination;1,634;correct;ctr;1,634
g;Artificial Discrimination;1,565;correct;ctr;1,565
g;Artificial Discrimination;4,157;correct;ctr;4,157
g;Artificial Discrimination;1,654;correct;str;1,654
g;Artificial Discrimination;2,943;correct;ctr;2,943
g;Artificial Discrimination;1,983;correct;ctr;1,983
g;Artificial Discrimination;1,698;correct;ctr;1,698
g;Artificial Discrimination;2,943;correct;str;2,943
g;Artificial Discrimination;1,149;correct;str;1,149
g;Artificial Discrimination;3,48;correct;str;3,48
g;Artificial Discrimination;1,38;correct;ctr;1,38
g;Artificial Discrimination;1,206;correct;ctr;1,206
g;Artificial Discrimination;2,81;correct;ctr;2,81
g;Artificial Discrimination;1,628;correct;str;1,628
g;Artificial Discrimination;1,057;correct;str;1,057
g;Artificial Discrimination;1,672;correct;ctr;1,672
g;Artificial Discrimination;4,131;correct;str;4,131
g;Artificial Discrimination;2,298;correct;ctr;2,298
g;Artificial Discrimination;1,084;correct;ctr;1,084
g;Artificial Discrimination;1,855;correct;str;1,855
g;Artificial Discrimination;2,628;correct;ctr;2,628
g;Artificial Discrimination;2,939;correct;str;2,939
g;Artificial Discrimination;2,842;correct;str;2,842
g;Artificial Discrimination;3,1;correct;str;3,1
g;Artificial Discrimination;1,308;correct;str;1,308
g;Artificial Discrimination;3,962;correct;ctr;3,962
g;Artificial Discrimination;0,719;correct;str;0,719
g;Artificial Discrimination;1,309;correct;ctr;1,309
g;Artificial Discrimination;0,891;correct;ctr;0,891
g;Artificial Discrimination;3,62;correct;ctr;3,62
g;Artificial Discrimination;2,879;correct;str;2,879
g;Artificial Discrimination;3,33;correct;ctr;3,33
g;Artificial Discrimination;2,84;correct;ctr;2,84
g;Artificial Discrimination;1,408;correct;ctr;1,408
g;Artificial Discrimination;1,057;correct;str;1,057
g;Artificial Discrimination;2,332;correct;str;2,332
g;Artificial Discrimination;2,621;correct;ctr;2,621
g;Artificial Discrimination;3,548;correct;ctr;3,548
g;Artificial Discrimination;0,989;correct;str;0,989
g;Artificial Discrimination;4,627;correct;ctr;4,627
g;Artificial Discrimination;1,38;correct;ctr;1,38
g;Artificial Discrimination;0,867;correct;ctr;0,867
g;Artificial Discrimination;2,938;correct;str;2,938
g;Artificial Discrimination;1,905;correct;ctr;1,905
g;Artificial Discrimination;1,109;correct;ctr;1,109
g;Artificial Discrimination;3,715;correct;ctr;3,715
g;Artificial Discrimination;2,913;correct;str;2,913
g;Artificial Discrimination;3,072;correct;ctr;3,072
g;Artificial Discrimination;3,672;correct;str;3,672
g;Artificial Discrimination;2,488;correct;str;2,488
g;Artificial Discrimination;3,924;correct;ctr;3,924
g;Artificial Discrimination;3,321;correct;str;3,321
g;Artificial Discrimination;2,593;correct;str;2,593
g;Artificial Discrimination;2,493;correct;ctr;2,493
g;Artificial Discrimination;1,102;correct;ctr;1,102
g;Artificial Discrimination;1,565;correct;ctr;1,565
g;Artificial Discrimination;0,758;correct;str;0,758
g;Artificial Discrimination;1,726;correct;str;1,726
g;Artificial Discrimination;0,993;correct;str;0,993
g;Artificial Discrimination;3,513;correct;str;3,513
g;Artificial Discrimination;3,988;correct;str;3,988
g;Artificial Discrimination;3,729;correct;ctr;3,729
g;Artificial Discrimination;0,945;correct;ctr;0,945
g;Artificial Discrimination;0,894;correct;str;0,894
g;Artificial Discrimination;1,915;correct;str;1,915
g;Artificial Discrimination;1,082;correct;str;1,082
g;Artificial Discrimination;1,147;correct;ctr;1,147
g;Artificial Discrimination;3,762;correct;ctr;3,762
g;Artificial Discrimination;2,594;correct;ctr;2,594
g;Artificial Discrimination;2,476;correct;str;2,476
g;Artificial Discrimination;1,941;correct;ctr;1,941
g;Artificial Discrimination;2,036;correct;str;2,036
g;Artificial Discrimination;2,266;correct;str;2,266
g;Artificial Discrimination;3,38;correct;ctr;3,38
g;Artificial Discrimination;2,074;correct;ctr;2,074
g;Artificial Discrimination;1,023;correct;str;1,023
g;Artificial Discrimination;2,611;correct;str;2,611
g;Artificial Discrimination;0,925;correct;ctr;0,925
g;Artificial Discrimination;2,552;correct;ctr;2,552
g;Artificial Discrimination;2,299;correct;str;2,299
g;Artificial Discrimination;1,011;correct;str;1,011
g;Artificial Discrimination;2,781;correct;ctr;2,781
g;Artificial Discrimination;2,88;correct;ctr;2,88
g;Artificial Discrimination;1,748;correct;str;1,748
g;Artificial Discrimination;1,919;correct;str;1,919
g;Artificial Discrimination;2,139;correct;ctr;2,139
g;Artificial Discrimination;0,786;correct;str;0,786
g;Artificial Discrimination;1,305;correct;ctr;1,305
g;Artificial Discrimination;0,954;correct;str;0,954
g;Artificial Discrimination;1,14;correct;ctr;1,14
g;Artificial Discrimination;1,854;correct;str;1,854
g;Artificial Discrimination;1,715;correct;str;1,715
g;Artificial Discrimination;1,363;correct;ctr;1,363
g;Artificial Discrimination;0,896;correct;str;0,896
g;Artificial Discrimination;2,062;correct;str;2,062
g;Artificial Discrimination;0,688;correct;ctr;0,688
g;Artificial Discrimination;0,668;correct;str;0,668
g;Artificial Discrimination;3,141;correct;str;3,141
g;Artificial Discrimination;0,675;correct;ctr;0,675
g;Artificial Discrimination;0,677;correct;str;0,677
g;Artificial Discrimination;4,344;correct;ctr;4,344
g;Artificial Discrimination;2,233;correct;str;2,233
g;Artificial Discrimination;0,789;correct;ctr;0,789
g;Artificial Discrimination;1,345;correct;ctr;1,345
g;Artificial Discrimination;0,704;correct;str;0,704
g;Artificial Discrimination;1,492;correct;ctr;1,492
g;Artificial Discrimination;4,035;correct;str;4,035
g;Artificial Discrimination;4,558;correct;ctr;4,558
g;Artificial Discrimination;4,048;correct;str;4,048
g;Artificial Discrimination;3,375;correct;ctr;3,375
g;Artificial Discrimination;4,13;correct;str;4,13
g;Artificial Discrimination;0,757;correct;str;0,757
g;Artificial Discrimination;1,814;correct;ctr;1,814
g;Artificial Discrimination;4,379;correct;str;4,379
g;Artificial Discrimination;4,051;correct;ctr;4,051
g;Artificial Discrimination;2,408;correct;ctr;2,408
g;Artificial Discrimination;1,894;correct;ctr;1,894
g;Artificial Discrimination;3,838;correct;str;3,838
g;Artificial Discrimination;1,923;correct;ctr;1,923
g;Artificial Discrimination;2,462;correct;str;2,462
g;Artificial Discrimination;1,219;correct;str;1,219
g;Artificial Discrimination;0,793;correct;str;0,793
g;Artificial Discrimination;2,102;correct;ctr;2,102
g;Artificial Discrimination;1,184;correct;ctr;1,184
g;Artificial Discrimination;0,674;correct;str;0,674
g;Artificial Discrimination;0,766;correct;str;0,766
g;Artificial Discrimination;2,655;correct;str;2,655
g;Artificial Discrimination;0,728;correct;ctr;0,728
g;Artificial Discrimination;0,839;correct;ctr;0,839
g;Artificial Discrimination;1,312;correct;ctr;1,312
g;Artificial Discrimination;0,732;correct;ctr;0,732
g;Artificial Discrimination;2,11;correct;ctr;2,11
g;Artificial Discrimination;0,704;correct;str;0,704
g;Artificial Discrimination;0,73;correct;ctr;0,73
g;Artificial Discrimination;0,698;correct;ctr;0,698
g;Artificial Discrimination;1,249;correct;str;1,249
g;Artificial Discrimination;3,393;correct;str;3,393
g;Artificial Discrimination;3,199;correct;ctr;3,199
g;Artificial Discrimination;0,898;correct;ctr;0,898
g;Artificial Discrimination;0,79;correct;str;0,79
g;Artificial Discrimination;4,413;correct;ctr;4,413
g;Artificial Discrimination;0,958;correct;str;0,958
g;Artificial Discrimination;0,7;correct;str;0,7
g;Artificial Discrimination;1,055;correct;ctr;1,055
g;Artificial Discrimination;0,827;correct;str;0,827
g;Artificial Discrimination;4,889;correct;str;4,889
g;Artificial Discrimination;1,149;correct;ctr;1,149
g;Artificial Discrimination;0,677;correct;ctr;0,677
g;Artificial Discrimination;3,129;correct;ctr;3,129
g;Artificial Discrimination;4,515;correct;ctr;4,515
g;Artificial Discrimination;3,197;correct;str;3,197
g;Artificial Discrimination;3,181;correct;str;3,181
g;Artificial Discrimination;2,946;correct;str;2,946
g;Artificial Discrimination;2,59;correct;str;2,59
g;Artificial Discrimination;2,782;correct;str;2,782
g;Artificial Discrimination;2,37;correct;ctr;2,37
g;Artificial Discrimination;1,601;correct;str;1,601
g;Artificial Discrimination;0,862;correct;ctr;0,862
g;Artificial Discrimination;3,355;correct;ctr;3,355
g;Artificial Discrimination;1,218;correct;str;1,218
g;Artificial Discrimination;1,341;correct;ctr;1,341
g;Artificial Discrimination;3,295;correct;ctr;3,295
g;Artificial Discrimination;4,442;correct;ctr;4,442
g;Artificial Discrimination;0,895;correct;str;0,895
g;Artificial Discrimination;0,708;correct;str;0,708
g;Artificial Discrimination;0,792;correct;ctr;0,792
g;Artificial Discrimination;3,493;correct;str;3,493
g;Artificial Discrimination;2,812;correct;str;2,812
g;Artificial Discrimination;2,783;correct;str;2,783
g;Artificial Discrimination;3,72;correct;str;3,72
g;Artificial Discrimination;0,763;correct;str;0,763
g;Artificial Discrimination;3,761;correct;str;3,761
g;Artificial Discrimination;0,671;correct;str;0,671
g;Artificial Discrimination;0,805;correct;ctr;0,805
g;Artificial Discrimination;2,147;correct;ctr;2,147
g;Artificial Discrimination;4,164;correct;str;4,164
g;Artificial Discrimination;4,7;correct;ctr;4,7
g;Artificial Discrimination;3,329;correct;str;3,329
g;Artificial Discrimination;2,014;correct;str;2,014
g;Artificial Discrimination;0,769;correct;ctr;0,769
g;Artificial Discrimination;3,288;correct;ctr;3,288
g;Artificial Discrimination;3,525;correct;str;3,525
g;Artificial Discrimination;2,263;correct;str;2,263
g;Artificial Discrimination;3,356;correct;str;3,356
g;Artificial Discrimination;3,505;correct;ctr;3,505
g;Artificial Discrimination;2,881;correct;ctr;2,881
g;Artificial Discrimination;4,028;correct;ctr;4,028
g;Artificial Discrimination;1,234;correct;str;1,234
g;Artificial Discrimination;2,136;correct;str;2,136
g;Artificial Discrimination;1,14;correct;str;1,14
g;Artificial Discrimination;4,213;correct;ctr;4,213
g;Artificial Discrimination;3,858;correct;str;3,858
g;Artificial Discrimination;2,453;correct;ctr;2,453
g;Artificial Discrimination;1,973;correct;ctr;1,973
g;Artificial Discrimination;1,974;correct;str;1,974
g;Artificial Discrimination;1,299;correct;ctr;1,299
g;Artificial Discrimination;2,07;correct;str;2,07
g;Artificial Discrimination;3,453;correct;ctr;3,453
g;Artificial Discrimination;3,476;correct;str;3,476
g;Artificial Discrimination;1,273;correct;str;1,273
g;Artificial Discrimination;0,825;correct;str;0,825
g;Artificial Discrimination;0,853;correct;ctr;0,853
g;Artificial Discrimination;1,906;correct;str;1,906
g;Artificial Discrimination;0,888;correct;ctr;0,888
g;Artificial Discrimination;3,515;correct;ctr;3,515
g;Artificial Discrimination;4,525;correct;ctr;4,525
g;Artificial Discrimination;1,294;correct;str;1,294
g;Artificial Discrimination;2,847;correct;str;2,847
g;Artificial Discrimination;1,995;correct;ctr;1,995
g;Artificial Discrimination;2,302;correct;ctr;2,302
g;Artificial Discrimination;2,873;correct;str;2,873
g;Artificial Discrimination;4,28;correct;str;4,28
g;Artificial Discrimination;1,563;correct;str;1,563
g;Artificial Discrimination;2,939;correct;str;2,939
g;Artificial Discrimination;3,613;correct;str;3,613
g;Artificial Discrimination;1,084;correct;str;1,084
g;Artificial Discrimination;3,29;correct;str;3,29
g;Artificial Discrimination;1,054;correct;str;1,054
g;Artificial Discrimination;1,27;correct;ctr;1,27
g;Artificial Discrimination;2,844;correct;ctr;2,844
g;Artificial Discrimination;0,667;correct;str;0,667
g;Artificial Discrimination;2,425;correct;str;2,425
g;Artificial Discrimination;1,337;correct;ctr;1,337
g;Artificial Discrimination;0,892;correct;ctr;0,892
g;Artificial Discrimination;0,831;correct;str;0,831
g;Artificial Discrimination;1,026;correct;str;1,026
g;Artificial Discrimination;0,669;correct;ctr;0,669
g;Artificial Discrimination;2,366;correct;ctr;2,366
g;Artificial Discrimination;3,098;correct;str;3,098
g;Artificial Discrimination;1,054;correct;ctr;1,054
g;Artificial Discrimination;3,641;correct;ctr;3,641
g;Artificial Discrimination;2,429;correct;str;2,429
g;Artificial Discrimination;1,53;correct;str;1,53
g;Artificial Discrimination;2,427;correct;ctr;2,427
g;Artificial Discrimination;1,086;correct;ctr;1,086
g;Artificial Discrimination;1,783;correct;str;1,783
g;Artificial Discrimination;1,117;correct;str;1,117
g;Artificial Discrimination;4,799;correct;ctr;4,799
g;Artificial Discrimination;0,96;correct;str;0,96
g;Artificial Discrimination;3,194;correct;ctr;3,194
g;Artificial Discrimination;3,214;correct;str;3,214
g;Artificial Discrimination;4,895;correct;ctr;4,895
g;Artificial Discrimination;3,423;correct;ctr;3,423
g;Artificial Discrimination;0,768;correct;str;0,768
g;Artificial Discrimination;1,793;correct;str;1,793
g;Artificial Discrimination;4,576;correct;ctr;4,576
g;Artificial Discrimination;4,318;correct;str;4,318
g;Artificial Discrimination;3,586;correct;ctr;3,586
g;Artificial Discrimination;1,759;correct;str;1,759
g;Artificial Discrimination;3,265;correct;ctr;3,265
g;Artificial Discrimination;1,823;correct;str;1,823
g;Artificial Discrimination;1,844;correct;str;1,844
g;Artificial Discrimination;1,152;correct;ctr;1,152
g;Artificial Discrimination;2,908;correct;str;2,908
g;Artificial Discrimination;1,414;correct;str;1,414
g;Artificial Discrimination;1,02;correct;str;1,02
g;Artificial Discrimination;2,239;correct;ctr;2,239
g;Artificial Discrimination;4,472;correct;str;4,472
g;Artificial Discrimination;0,986;correct;str;0,986
g;Artificial Discrimination;1,423;correct;ctr;1,423
g;Artificial Discrimination;4,343;correct;str;4,343
g;Artificial Discrimination;0,825;correct;ctr;0,825
g;Artificial Discrimination;3,481;correct;str;3,481
g;Artificial Discrimination;3,282;correct;str;3,282
g;Artificial Discrimination;3,695;correct;str;3,695
g;Artificial Discrimination;2,424;correct;ctr;2,424
g;Artificial Discrimination;1,427;correct;str;1,427
g;Artificial Discrimination;2,869;correct;str;2,869
g;Artificial Discrimination;0,596;correct;str;0,596
g;Artificial Discrimination;2,013;correct;str;2,013
g;Artificial Discrimination;2,81;correct;ctr;2,81
g;Artificial Discrimination;2,198;correct;ctr;2,198
g;Artificial Discrimination;0,498;correct;ctr;0,498
g;Artificial Discrimination;3,259;correct;str;3,259
g;Artificial Discrimination;0,82;correct;ctr;0,82
g;Artificial Discrimination;0,563;correct;str;0,563
g;Artificial Discrimination;3,157;correct;ctr;3,157
g;Artificial Discrimination;0,632;correct;ctr;0,632
g;Artificial Discrimination;1,43;correct;ctr;1,43
g;Artificial Discrimination;0,622;correct;str;0,622
g;Artificial Discrimination;1,274;correct;str;1,274
g;Artificial Discrimination;4,995;correct;str;4,995
g;Artificial Discrimination;1,216;correct;str;1,216
g;Artificial Discrimination;3,263;correct;str;3,263
g;Artificial Discrimination;4,857;correct;str;4,857
g;Artificial Discrimination;1,022;correct;str;1,022
g;Artificial Discrimination;4,698;correct;ctr;4,698
g;Artificial Discrimination;2,746;correct;ctr;2,746
g;Artificial Discrimination;1,056;correct;ctr;1,056
g;Artificial Discrimination;1,498;correct;ctr;1,498
g;Artificial Discrimination;3,648;correct;ctr;3,648
g;Artificial Discrimination;2,393;correct;ctr;2,393
g;Artificial Discrimination;0,798;correct;ctr;0,798
g;Artificial Discrimination;0,727;correct;str;0,727
g;Artificial Discrimination;1,788;correct;str;1,788
g;Artificial Discrimination;2,817;correct;str;2,817
g;Artificial Discrimination;4,99;correct;ctr;4,99
g;Artificial Discrimination;1,724;correct;str;1,724
g;Artificial Discrimination;4,922;correct;str;4,922
g;Artificial Discrimination;3,48;correct;str;3,48
g;Artificial Discrimination;1,433;correct;ctr;1,433
g;Artificial Discrimination;3,164;correct;str;3,164
g;Artificial Discrimination;1,02;correct;ctr;1,02
g;Artificial Discrimination;1,833;correct;str;1,833
g;Artificial Discrimination;4,862;correct;ctr;4,862
g;Artificial Discrimination;4,883;correct;str;4,883
g;Artificial Discrimination;4,613;correct;ctr;4,613
g;Artificial Discrimination;3,834;correct;str;3,834
g;Artificial Discrimination;1,591;correct;ctr;1,591
g;Artificial Discrimination;3,96;correct;str;3,96
g;Artificial Discrimination;1,308;correct;ctr;1,308
g;Artificial Discrimination;1,269;correct;str;1,269
g;Artificial Discrimination;3,227;correct;str;3,227
g;Artificial Discrimination;3,454;correct;str;3,454
g;Artificial Discrimination;4,667;correct;str;4,667
g;Artificial Discrimination;1,695;correct;str;1,695
g;Artificial Discrimination;3,07;correct;str;3,07
g;Artificial Discrimination;2,139;correct;str;2,139
g;Artificial Discrimination;3,836;correct;ctr;3,836
g;Artificial Discrimination;2,46;correct;ctr;2,46
g;Artificial Discrimination;2,46;correct;ctr;2,46
g;Artificial Discrimination;2,202;correct;ctr;2,202
g;Artificial Discrimination;4,634;correct;str;4,634
g;Artificial Discrimination;4,285;correct;ctr;4,285
g;Artificial Discrimination;2,585;correct;str;2,585
g;Artificial Discrimination;0,989;correct;str;0,989
g;Artificial Discrimination;4,668;correct;ctr;4,668
g;Artificial Discrimination;1,597;correct;str;1,597
g;Artificial Discrimination;0,955;correct;str;0,955
g;Artificial Discrimination;1,056;correct;str;1,056
g;Artificial Discrimination;1,021;correct;ctr;1,021
g;Artificial Discrimination;1,441;correct;ctr;1,441
g;Artificial Discrimination;0,927;correct;str;0,927
g;Artificial Discrimination;4,317;correct;str;4,317
g;Artificial Discrimination;3,869;correct;ctr;3,869
g;Artificial Discrimination;2,844;correct;ctr;2,844
g;Artificial Discrimination;2,302;correct;ctr;2,302
g;Artificial Discrimination;3,298;correct;ctr;3,298
g;Artificial Discrimination;1,34;correct;str;1,34
g;Artificial Discrimination;1,12;correct;str;1,12
g;Artificial Discrimination;0,864;correct;str;0,864
g;Artificial Discrimination;3,554;correct;str;3,554
g;Artificial Discrimination;4,293;correct;str;4,293
g;Artificial Discrimination;1,118;correct;ctr;1,118
g;Artificial Discrimination;2,752;correct;str;2,752
g;Artificial Discrimination;2,146;correct;str;2,146
g;Artificial Discrimination;1,151;correct;ctr;1,151
g;Artificial Discrimination;3,625;correct;str;3,625
g;Artificial Discrimination;1,087;correct;str;1,087
g;Artificial Discrimination;0,666;correct;ctr;0,666
g;Artificial Discrimination;3,221;correct;ctr;3,221
g;Artificial Discrimination;4,864;correct;str;4,864
g;Artificial Discrimination;2,817;correct;str;2,817
g;Artificial Discrimination;4,957;correct;ctr;4,957
g;Artificial Discrimination;3,233;correct;ctr;3,233
g;Artificial Discrimination;4,702;correct;ctr;4,702
g;Artificial Discrimination;0,954;correct;str;0,954
g;Artificial Discrimination;0,719;correct;ctr;0,719
g;Artificial Discrimination;2,557;correct;ctr;2,557
g;Artificial Discrimination;1,987;correct;str;1,987
g;Artificial Discrimination;3,999;correct;str;3,999
g;Artificial Discrimination;0,921;correct;str;0,921
g;Artificial Discrimination;2,996;correct;str;2,996
g;Artificial Discrimination;3,265;correct;str;3,265
g;Artificial Discrimination;4,783;correct;str;4,783
g;Artificial Discrimination;1,912;correct;str;1,912
g;Artificial Discrimination;0,858;correct;str;0,858
g;Artificial Discrimination;3,695;correct;ctr;3,695
g;Artificial Discrimination;1,461;correct;str;1,461
g;Artificial Discrimination;2,736;correct;ctr;2,736
g;Artificial Discrimination;3,826;correct;ctr;3,826
g;Artificial Discrimination;3,381;correct;str;3,381
g;Artificial Discrimination;0,952;correct;ctr;0,952
g;Artificial Discrimination;3,091;correct;str;3,091
g;Artificial Discrimination;2,945;correct;ctr;2,945
g;Artificial Discrimination;4,716;correct;ctr;4,716
g;Artificial Discrimination;0,603;correct;str;0,603
g;Artificial Discrimination;1,516;correct;str;1,516
g;Artificial Discrimination;2,228;correct;str;2,228
g;Artificial Discrimination;1,427;correct;ctr;1,427
g;Artificial Discrimination;4,917;correct;str;4,917
g;Artificial Discrimination;1,756;correct;ctr;1,756
g;Artificial Discrimination;0,859;correct;str;0,859
g;Artificial Discrimination;2,911;correct;ctr;2,911
g;Artificial Discrimination;4,899;correct;str;4,899
g;Artificial Discrimination;2,04;correct;ctr;2,04
g;Artificial Discrimination;4,181;correct;ctr;4,181
g;Artificial Discrimination;2,608;correct;ctr;2,608
g;Artificial Discrimination;0,919;correct;ctr;0,919
g;Artificial Discrimination;1,876;correct;str;1,876
g;Artificial Discrimination;4,316;correct;ctr;4,316
g;Artificial Discrimination;1,72;correct;str;1,72
g;Artificial Discrimination;4,244;correct;ctr;4,244
g;Artificial Discrimination;4,929;correct;str;4,929
g;Artificial Discrimination;4,536;correct;ctr;4,536
g;Artificial Discrimination;0,636;correct;str;0,636
g;Artificial Discrimination;4,635;correct;ctr;4,635
g;Artificial Discrimination;4,282;correct;ctr;4,282
g;Artificial Discrimination;4,627;correct;str;4,627
g;Artificial Discrimination;0,729;correct;ctr;0,729
g;Artificial Discrimination;3,296;correct;str;3,296
g;Artificial Discrimination;4,64;correct;ctr;4,64
g;Artificial Discrimination;2,619;correct;str;2,619
g;Artificial Discrimination;1,273;correct;str;1,273
g;Artificial Discrimination;0,89;correct;str;0,89
g;Artificial Discrimination;4,149;correct;str;4,149
g;Artificial Discrimination;2,961;correct;str;2,961
g;Artificial Discrimination;2,253;correct;ctr;2,253
g;Artificial Discrimination;1,204;correct;ctr;1,204
g;Artificial Discrimination;1,567;correct;ctr;1,567
g;Artificial Discrimination;0,768;correct;ctr;0,768
g;Artificial Discrimination;3,317;correct;str;3,317
g;Artificial Discrimination;0,699;correct;str;0,699
g;Artificial Discrimination;3,935;correct;str;3,935
g;Artificial Discrimination;0,761;correct;ctr;0,761
g;Artificial Discrimination;0,896;correct;ctr;0,896
g;Artificial Discrimination;4,413;correct;ctr;4,413
g;Artificial Discrimination;1,375;correct;ctr;1,375
g;Artificial Discrimination;1,806;correct;str;1,806
g;Artificial Discrimination;1,152;correct;ctr;1,152
g;Artificial Discrimination;3,169;correct;str;3,169
g;Artificial Discrimination;3,165;correct;ctr;3,165
g;Artificial Discrimination;3,579;correct;str;3,579
g;Artificial Discrimination;3,865;correct;ctr;3,865
g;Artificial Discrimination;2,465;correct;str;2,465
g;Artificial Discrimination;3,357;correct;str;3,357
g;Artificial Discrimination;4,604;correct;ctr;4,604
g;Artificial Discrimination;1,02;correct;ctr;1,02
g;Artificial Discrimination;3,326;correct;str;3,326
g;Artificial Discrimination;4,19;correct;str;4,19
g;Artificial Discrimination;3,644;correct;str;3,644
g;Artificial Discrimination;4,221;correct;ctr;4,221
g;Artificial Discrimination;1,053;correct;str;1,053
g;Artificial Discrimination;2,869;correct;str;2,869
g;Artificial Discrimination;3,798;correct;str;3,798
g;Artificial Discrimination;1,179;correct;str;1,179
g;Artificial Discrimination;0,79;correct;str;0,79
g;Artificial Discrimination;3,769;correct;ctr;3,769
g;Artificial Discrimination;0,883;correct;str;0,883
g;Artificial Discrimination;1,296;correct;ctr;1,296
g;Artificial Discrimination;2,009;correct;str;2,009
g;Artificial Discrimination;3,666;correct;ctr;3,666
g;Artificial Discrimination;1,112;correct;ctr;1,112
g;Artificial Discrimination;3,641;correct;ctr;3,641
g;Artificial Discrimination;1,138;correct;str;1,138
g;Artificial Discrimination;0,916;correct;ctr;0,916
g;Artificial Discrimination;4,531;correct;str;4,531
g;Artificial Discrimination;0,914;correct;str;0,914
g;Artificial Discrimination;1,811;correct;str;1,811
g;Artificial Discrimination;4,409;correct;ctr;4,409
g;Artificial Discrimination;2,363;correct;ctr;2,363
g;Artificial Discrimination;1,472;correct;str;1,472
g;Artificial Discrimination;1,239;correct;str;1,239
g;Artificial Discrimination;4,055;correct;ctr;4,055
g;Artificial Discrimination;4,984;correct;ctr;4,984
g;Artificial Discrimination;2,191;correct;ctr;2,191
g;Artificial Discrimination;1,496;correct;ctr;1,496
g;Artificial Discrimination;2,196;correct;str;2,196
g;Artificial Discrimination;3,54;correct;str;3,54
g;Artificial Discrimination;1,952;correct;ctr;1,952
g;Artificial Discrimination;1,625;correct;str;1,625
g;Artificial Discrimination;1,811;correct;ctr;1,811
g;Artificial Discrimination;1,463;correct;ctr;1,463
g;Artificial Discrimination;0,918;correct;ctr;0,918
g;Artificial Discrimination;4,267;correct;str;4,267
g;Artificial Discrimination;3,774;correct;str;3,774
